Name,Glass,Garnish,How to make,Contents,Ratios,Gentle / Boozy,Sweet / Dry Sour,Calories,Calories2,Alcohol percentage,Alcohol percentage2,Popularity,Category,URL
Velvet Hammer,Martini glass,"['Dust', 'with', 'grated', 'nutmeg']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'De Kuyper Triple Sec (40%)', 'Dutch Cacao white crème de cacao', 'Single cream / half-and-half', 'Milk (whole milk/full 3-4% fat)', 'Giffard Grenadine syrup']","['1 shot', '3⁄4 shot', '3⁄4 shot', '3⁄4 shot', '3⁄4 shot', '1⁄4 shot']",,,,,,,7,Creamy,https://www.diffordsguide.com/cocktails/recipe/2039/index.html
Veneto,Martini glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rémy Martin 1738 Cognac', 'Sambuca', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Pasteurised egg white (or aquafaba)']","['2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄6 shot', '1⁄2 shot']",,,,,Cocktails & Mixed Drinks,,1,,https://www.diffordsguide.com/cocktails/recipe/2040/index.html
Venus In Furs,Collins glass,"['Seasonal', 'berries', '&', 'lemon', 'slice']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Raspberry flavoured vodka', 'Ketel One Citroen Vodka', 'Apple juice (apple cider) unsweetened & cloudy', 'Angostura Aromatic Bitters']","['1 shot', '1 shot', '3 1⁄2 shot', '3 dash']",,,,,,,2,Fruity,https://www.diffordsguide.com/cocktails/recipe/2041/index.html
Venus Cocktail,Martini glass,['Raspberries'],"MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Raspberries (fresh)', 'Rutte Dry Gin', 'De Kuyper Triple Sec (40%)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""Peychaud's or other Creole-style bitters""]","['7 fresh', '2 shot', '1 shot', '1⁄4 shot', '3 dash']",,,,,Cocktails & Mixed Drinks,,8,Fruity,https://www.diffordsguide.com/cocktails/recipe/2042/index.html
Verdant Martini,Martini glass,"['Mint', 'leaf']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bison grass vodka', 'Apple juice (apple cider) unsweetened & cloudy', 'Green Chartreuse liqueur', 'Lime juice (freshly squeezed)']","['1 1⁄2 shot', '1 1⁄2 shot', '1⁄6 shot', '1⁄6 shot']",6,6,140 calories,,16.73,,6,Fruitini,https://www.diffordsguide.com/cocktails/recipe/2043/index.html
Verdi,Coupe glass,"['Pineapple', 'wedge', 'on', 'rim']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Green melon liqueur', 'Peachtree peach schnapps', 'Pineapple juice (fresh pressed)', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)']","['1 1⁄4 shot', '1⁄3 shot', '1⁄3 shot', '2⁄3 shot', '2⁄3 shot', '1⁄6 shot']",5,5,,152 calories,,16.52,4,Fruity,https://www.diffordsguide.com/cocktails/recipe/2044/index.html
Vert'ical Breeze,Collins glass,"['Lemon', 'wedge']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['La Fée Parisienne absinthe', 'Cranberry juice (sweetened)', 'Pink grapefruit juice (freshly squeezed)']","['1 1⁄2 shot', '3 shot', '3 shot']",,,,,Cocktails & Mixed Drinks,,2,,https://www.diffordsguide.com/cocktails/recipe/2045/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/2046/index.html
Viagra Falls,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['La Fée Parisienne absinthe', 'Sour apple liqueur', 'Chilled water', 'Orange Bitters by Angostura']","['3⁄4 shot', '1 1⁄2 shot', '1 3⁄4 shot', '2 dash']",,,,,Cocktails & Mixed Drinks,,3,,https://www.diffordsguide.com/cocktails/recipe/2047/index.html
Vieux Carré Cocktail,Old-fashioned glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into ice-filled glass.,"['Straight rye whiskey (100 proof / 50% alc./vol.)', 'Rémy Martin 1738 Cognac', 'Rosso/rouge (sweet) vermouth', 'Bénédictine D.O.M. liqueur', ""Peychaud's or other Creole-style bitters"", 'Angostura Aromatic Bitters']","['3⁄4 shot', '3⁄4 shot', '3⁄4 shot', '1⁄3 shot', '2 dash', '1 dash']",8,6,168 calories,,30.27,,293,Hall of Fame & must know/try,https://www.diffordsguide.com/cocktails/recipe/2048/index.html
Violet Affinity,Coupe glass,"['Lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Crème de violette liqueur', 'Dry vermouth', 'Rosso/rouge (sweet) vermouth']","['1 1⁄2 shot', '1 shot', '2⁄3 shot']",5,5,,175 calories,,16.73,25,Short & stirred,https://www.diffordsguide.com/cocktails/recipe/2049/index.html
Vodka Collins,Collins glass,"['Orange', 'slice', '&', 'cherry', 'on', 'stick', '(sail)']","SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda, lightly stir and serve with straws.","['Ketel One Vodka', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Thomas Henry Soda Water']","['2 shot', '1 shot', '1⁄2 shot', 'Top up with']",,,,,,,11,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/2050/index.html
Vodka Espresso,Old-fashioned glass,"['Float', '3', 'coffee', 'beans', 'in', 'the', 'centre', 'of', 'the', 'drink,', 'arranged', 'in', 'a', 'flower', 'petal', 'formation.']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,"['Ketel One Vodka', 'Espresso coffee (freshly made & hot)', 'Bebo Coffee Liqueur', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 2⁄3 shot', '1 1⁄2 shot', '2⁄3 shot', '1⁄6 shot']",,,189 calories,,16.67,,23,Contemporary classic,https://www.diffordsguide.com/cocktails/recipe/2051/index.html
Vodka Gimlet,Coupe glass,"['Lime', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Lime cordial (sweetened lime juice)', 'Lemon juice (freshly squeezed)', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 1⁄2 shot', '1⁄4 shot', '1⁄6 shot', '1⁄6 shot', '1⁄6 shot']",9,6,,,,,22,Spirit-forward,https://www.diffordsguide.com/cocktails/recipe/2052/index.html
Vodka Sour,Old-fashioned glass,"['Lemon', 'slice', '&', 'Luxardo', 'Maraschino', 'cherry', 'on', 'stick', '(sail)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into ice-filled glass.,"['Ketel One Vodka', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Angostura Aromatic Bitters', 'Pasteurised egg white (or aquafaba)']","['2 shot', '1 shot', '1⁄2 shot', '2 dash', '1⁄2 shot']",6,6,,,,,18,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2053/index.html
Vodkatini / Vodka Martini,Martini glass,"['Chilled', 'olive', 'on', 'stick', 'or', 'lemon', 'zest', 'twist']",SHAKE (or STIR) all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Dry vermouth']","['2 1⁄2 shot', '1⁄4 shot']",,,172 calories,,30.43,,28,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2054/index.html
Volga Boatman,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Kirschwasser (cherry) eau-de-vie', 'Orange juice (freshly squeezed)']","['1 1⁄2 shot', '3⁄4 shot', '1 1⁄2 shot']",,,,149 calories,,20.16,1,,https://www.diffordsguide.com/cocktails/recipe/2055/index.html
Voodoo,Collins glass,"['Dust', 'with', 'cinnamon', 'powder', '(sprinkled', 'through', 'flame)']",SHAKE all ingredients with ice and strain into ice-filled glass.,"['Caribbean blended rum aged 6-10 years', 'Rosso/rouge (sweet) vermouth', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 shot', '3⁄4 shot', '2 1⁄2 shot', '1⁄2 shot', '1⁄4 shot']",,,,259 calories,,12.26,23,,https://www.diffordsguide.com/cocktails/recipe/2056/index.html
Vowel Cocktail,Coupe glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Blended Scotch whisky', 'Mentzendorff Kümmel liqueur', 'Rosso/rouge (sweet) vermouth', 'Orange juice (freshly squeezed)', 'Angostura Aromatic Bitters']","['5⁄6 shot', '2⁄3 shot', '2⁄3 shot', '2⁄3 shot', '2 dash']",6,6,,,,19.67,3,Herbal,https://www.diffordsguide.com/cocktails/recipe/2057/index.html
Wagon Wheel,Old-fashioned glass,"['Lemon', 'slice']",SHAKE all ingredients with ice and fine strain into glass filled with crushed ice.,"['Rémy Martin 1738 Cognac', 'Southern USA-style liqueur 40% (e.g. Southern Comfort)', 'Lemon juice (freshly squeezed)', 'Giffard Grenadine syrup']","['1 1⁄2 shot', '1 1⁄2 shot', '3⁄4 shot', '1⁄4 shot']",,,,238 calories,,24.19,9,,https://www.diffordsguide.com/cocktails/recipe/2058/index.html
Walnut Martini,Martini glass,['Walnut'],STIR all ingredients with ice and strain into chilled glass.,"['Ketel One Vodka', 'Tuaca liqueur', 'Nocello walnut liqueur', 'Dry vermouth']","['2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot']",,,,222 calories,,28.93,3,,https://www.diffordsguide.com/cocktails/recipe/2059/index.html
Waltzing Matilda,Collins glass,"['Orange', 'slice', 'wheel']","Cut passion fruit in half and scoop out flesh into shaker. Add next 3 ingredients, SHAKE with ice and strain (fine strain if you don't want passion fruit seeds in drink) into ice-filled glass. TOP with ginger ale.","['Passion fruit (fresh fruit)', 'Rutte Dry Gin', 'Sauvignon blanc wine', 'Orange Curaçao liqueur', 'Thomas Henry Ginger Ale']","['1 fresh', '1 shot', '2 shot', '1⁄6 shot', '1 1⁄2 shot']",6,7,,,,,14,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2060/index.html
Wanton Abandon,Martini glass,"['Strawberry', 'on', 'rim']","MUDDLE strawberries in shaker. Add next three ingredients, SHAKE with ice and fine strain into chilled glass. TOP with champagne.","['Strawberries (hulled, small & ripe)', 'Ketel One Vodka', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Brut champagne or sparkling wine']","['5 fresh', '2 shot', '3⁄4 shot', '1⁄2 shot', '1 shot']",,,,,Cocktails & Mixed Drinks,,7,Champagne,https://www.diffordsguide.com/cocktails/recipe/2061/index.html
Ward Eight,Coupe glass,"['Quarter', 'orange', 'slice', 'wheel', '&', 'Luxardo', 'Maraschino', 'cherry', 'on', 'stick']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Straight rye whiskey (100 proof / 50% alc./vol.)', 'Lemon juice (freshly squeezed)', 'Orange juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Giffard Grenadine syrup']","['2 shot', '3⁄4 shot', '3⁄4 shot', '1⁄4 shot', '1⁄6 shot']",8,7,,176 calories,,20.59,48,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2062/index.html
Warsaw,Martini glass,"['Orange', 'zest', 'twist']",STIR all ingredients with ice and fine strain into chilled glass.,"['Ketel One Vodka', 'Wiśniówka Polish cherry vodka liqueur', 'De Kuyper Triple Sec (40%)', 'Angostura Aromatic Bitters', 'Chilled water (omit if using wet ice)']","['2 shot', '1⁄2 shot', '1⁄4 shot', '2 dash', '1⁄2 shot']",,,,,,Cocktails & Mixed Drinks,,,https://www.diffordsguide.com/cocktails/recipe/2063/index.html
Warsaw Cooler,Collins glass,"['Mint', 'sprig', '&', 'orange', 'zest', 'twist']","STIR honey with vodka in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and strain into ice-filled glass.","['Bison grass vodka', ""Chairman's Reserve Spiced Rum"", 'De Kuyper Triple Sec (40%)', 'Lemon juice (freshly squeezed)', 'Apple juice (apple cider) unsweetened & cloudy', 'Honey syrup (3 honey to 1 water)']","['1 1⁄2 shot', '1⁄2 shot', '1⁄4 shot', '3⁄4 shot', '2 shot', '1⁄2 shot']",7,6,218 calories,,13.2,,20,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/2064/index.html
Wasabi Martini,Martini glass,"['Float', 'yaki', 'nori', 'seaweed', 'strips']","Squeeze a pea-sized quantity of wasabi paste onto a barspoon and STIR with vodka until wasabi dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Ketel One Vodka', 'Wasabi paste', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['2 shot', '1 pea', '3⁄4 shot', '1⁄2 shot']",8,7,,,,,2,Martini-style,https://www.diffordsguide.com/cocktails/recipe/2065/index.html
Washington Apple,Collins glass,"['Apple', 'slice']",SHAKE first 4 ingredients with ice and fine strain into ice-filled glass. Slowly DRIZZLE grenadine so it sinks to form the red base.,"['Ketel One Vodka', 'Sour apple liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lime juice (freshly squeezed)', 'Giffard Grenadine syrup']","['2 shot', '1⁄2 shot', '2 1⁄2 shot', '1⁄4 shot', '1⁄4 shot']",7,6,216 calories,,12.83,,6,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/2066/index.html
Watermelon & Basil Cocktail,Coupe glass,"['Watermelon', 'wedge']","Cut watermelon into 16 segments, chop the flesh from one segment into cubes and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Watermelon (fresh) (chopped)', 'Basil leaves', 'Rutte Dry Gin', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","['1 slice', '7 fresh', '2 shot', '1⁄2 shot']",6,6,,,Cocktails & Mixed Drinks,,14,,https://www.diffordsguide.com/cocktails/recipe/2067/index.html
Watermelon & Basil Smash,Collins glass,"['Watermelon', 'wedge']","Cut watermelon into 16 segments, chop the flesh from one segment into cubes and MUDDLE in base of skater. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with ginger ale.","['Watermelon (fresh)', 'Basil leaves', 'Patrón Reposado tequila', 'Pallini Limoncello liqueur', 'Thomas Henry Ginger Ale']","['1 slice', '8 fresh', '2 shot', '3⁄4 shot', '1 1⁄2 shot']",4,6,,,,,5,Fruity,https://www.diffordsguide.com/cocktails/recipe/2068/index.html
Watermelon Cosmo,Martini glass,"['Watermelon', 'wedge']","Cut watermelon into 16 segments, chop the flesh from one segment into cubes and MUDDLE in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","['Watermelon (fresh)', 'Ketel One Citroen Vodka', 'Lime juice (freshly squeezed)', 'Cranberry juice (sweetened)', 'De Kuyper Watermelon liqueur', 'Orange Bitters by Angostura']","['1 slice', '1 1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1 dash']",6,6,,,,,2,Fruity,https://www.diffordsguide.com/cocktails/recipe/2069/index.html
Watermelon Man,Collins glass,"['Lime', 'wedge']",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with soda.,"['Ketel One Vodka', 'De Kuyper Watermelon liqueur', 'Lime juice (freshly squeezed)', 'Watermelon sugar syrup', 'Lemon-lime soda (Sprite/7-Up)']","['2 shot', '1 shot', '1⁄2 shot', '1⁄2 shot', '2 shot']",6,5,255 calories,,12.77,,,Long drinks & highballs,https://www.diffordsguide.com/cocktails/recipe/2070/index.html
Watermelon Martini,Martini glass,"['Fresh', 'watermelon', 'wedge', 'on', 'rim', 'or', 'watermelon', 'slices', 'sweets/candy']",STIR all ingredients with ice and strain into chilled glass.,"['Ketel One Vodka', 'De Kuyper Watermelon liqueur', 'Dry vermouth']","['1 2⁄3 shot', '1 shot', '1⁄3 shot']",9,5,,,,,8,Fruitini,https://www.diffordsguide.com/cocktails/recipe/2071/index.html
Webster Cocktail,Coupe glass,"['Lime', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'Dry vermouth', 'De Kuyper Apricot Brandy liqueur', 'Lime juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix) (optional)"", 'Saline solution 4:1 (20g sea salt to 80g water) (optional)']","['1 1⁄2 shot', '1 shot', '1⁄2 shot', '1⁄2 shot', '1⁄12 shot', '2 drop']",7,7,,,,20.58,13,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2072/index.html
Weeping Jesus,Old-fashioned glass,['None'],SHAKE first three ingredients with ice and strain into glass with crushed ice. TOP up with lemonade.,"['La Fée Parisienne absinthe', 'Peachtree peach schnapps', 'Giffard Grenadine syrup', 'Lemon-lime soda (Sprite/7-Up)']","['1 shot', '1 shot', '1 shot', 'Top up with']",,,,,,Cocktails & Mixed Drinks,12,,https://www.diffordsguide.com/cocktails/recipe/2073/index.html
The Wentworth,Martini glass,"['Orange', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Bourbon whiskey', 'Dubonnet/French rouge aromatised wine', 'Cranberry juice (sweetened)']","['1 1⁄4 shot', '1 1⁄4 shot', '1 1⁄4 shot']",,,,,,,3,,https://www.diffordsguide.com/cocktails/recipe/2074/index.html
Dry Martini (2:1 ratio) Wet,Martini glass,"['Chilled', 'olive', 'on', 'stick', 'or', 'lemon', 'zest', 'twist']",STIR all ingredients with ice and strain into chilled glass.,"['Rutte Dry Gin', 'Dry vermouth', 'Orange Bitters by Angostura (optional)']","['2 shot', '1 shot', '2 dash']",,,162 calories,,28.5,,29,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2075/index.html
The Wet Spot,Martini (large 10oz) glass,"['Lemon', 'zest', 'twist']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'De Kuyper Apricot Brandy liqueur', 'Fiorente Elderflower liqueur', 'Apple juice (apple cider) unsweetened & cloudy', 'Lemon juice (freshly squeezed)']","['1 1⁄2 shot', '1⁄2 shot', '1 shot', '1 shot', '3⁄4 shot']",6,7,,196 calories,,16.38,3,,https://www.diffordsguide.com/cocktails/recipe/2076/index.html
What The Hell,Coupe glass,"['Lime', 'wedge']",SHAKE all ingredients with ice and fine strain into chilled glass.,"['Rutte Dry Gin', 'De Kuyper Apricot Brandy liqueur', 'Dry vermouth', 'Lime juice (freshly squeezed)']","['1 1⁄2 shot', '3⁄4 shot', '2⁄3 shot', '1⁄6 shot']",6,6,167 calories,,24.19,,9,Aperitivo/aperitif,https://www.diffordsguide.com/cocktails/recipe/2077/index.html
Whip Me & Beat Me,Shot glass,['None'],SHAKE all ingredients with ice and fine strain into chilled glass.,"['La Fée Parisienne absinthe', 'Single cream / half-and-half', 'Coconut rum liqueur (35-40% alc./vol.)', 'Milk (whole milk/full 3-4% fat)']","['1⁄2 shot', '1⁄2 shot', '1⁄2 shot', '1⁄2 shot']",,,,,,,1,Shot cocktails,https://www.diffordsguide.com/cocktails/recipe/2078/index.html
404 - Page not found,,[],,[],,,,,,,,,,https://www.diffordsguide.com/cocktails/recipe/2079/index.html
Whiskey Collins,Collins glass,"['Orange', 'slice', '&', 'Luxardo', 'Maraschino', 'cherry', 'on', 'stick', '(sail)']","SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with soda water, lightly stir and serve with straws.","['Bourbon whiskey', 'Lemon juice (freshly squeezed)', ""Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", 'Angostura Aromatic Bitters', 'Thomas Henry Soda Water']","['2 shot', '3⁄4 shot', '1⁄2 shot', '2 dash', '1 1⁄3 shot']",,,,,,14.18,37,Classic/vintage,https://www.diffordsguide.com/cocktails/recipe/2080/index.html
